"SK_ID_CURR","TARGET","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","DAYS_BIRTH","DAYS_EMPLOYED","EXT_SOURCE_2","EXT_SOURCE_3"
101484,0,41484.51,102990.51,6616.21,-13421,-6445,0.0915,0.6814
101485,1,31432.36,48901.22,2726.06,-7755,-2362,0.5314,0.1301
101486,0,34068.45,85163.51,5759.29,-28939,-3584,0.6908,0.2997
101487,1,45999.38,121740.6,19389.8,-13819,-7268,0.3711,0.4022
101488,1,27120.98,61179.12,8961.49,-26828,-6363,0.2935,0.4459
101489,0,32724.99,54448.04,3663.53,-25241,-14104,0.8012,0.8427
101490,0,63110.3,244622.01,26397.74,-9099,-13144,0.3571,0.528
101491,0,7498.36,23969.88,1757.86,-15183,-6430,0.7316,0.6633
101492,0,47793.29,104779.36,16260.59,-26980,-8214,0.5928,0.3958
101493,0,27122.91,87634.12,7784.31,-8088,-10904,0.7262,0.4875
101494,0,53014.08,183465.63,18483.07,-21589,-12225,0.7505,0.4142
101495,1,29619.92,97878.45,11385.88,-17771,-2183,0.778,0.4187
101496,0,37623.39,75271.65,8972.05,-16029,-9237,0.7972,0.8079
101497,1,64355.32,177470.48,12308.82,-6701,-11539,0.6091,0.5117
101498,0,74940.8,272814.27,35258.05,-22687,-14806,0.5844,0.523
101499,1,57611.18,206967.83,24773.53,-10069,-9807,0.3589,0.4416
101500,1,19654,29705.04,3534.46,-23134,-8450,0.3079,0.3302
101501,1,73538.21,110424.46,16048.96,-15166,-10368,0.4297,0.4095
101502,1,26463.52,105817.23,5722.94,-27568,-5393,0.5228,0.2071
101503,1,188215.46,458654.63,45778.16,-9510,-7757,0.3525,0.4461
101504,0,82586.92,130897.11,8745.23,-6498,-7476,0.7164,0.2992
101505,0,87567.36,212458.28,27084.09,-14496,-1902,0.391,0.6878
101506,0,120695.03,203043.54,16788.89,-17653,-1718,0.6181,0.752
101507,0,42650.87,150065.4,9393.45,-26980,-568,0.7241,0.2159
101508,1,29164.01,97285.67,10877.2,-14060,-12519,0.3136,0.1912
101509,1,36640.58,114476.3,9547.7,-5765,-12086,0.7546,0.353
101510,1,60836.23,238169.32,19785.06,-8437,-11378,0.1283,0.4381
101511,1,65256.75,247546.82,21533.59,-5714,-13749,0.596,0.4756
101512,0,45134.56,122274.7,14079.67,-22025,-2390,0.8523,0.6096
101513,1,54900.03,104430.72,14318.86,-17640,-11859,0.6611,0.2468
101514,0,79440.45,267288.89,25492.41,-18387,-13130,0.733,0.4993
101515,0,31335.61,56833.43,3403.78,-13745,-7610,0.4393,0.3222
101516,0,55362.35,141816.3,8417.9,-21917,-8366,0.6097,0.3295
101517,0,15641.32,36547.96,1862.44,-15817,-1897,0.7713,0.5598
101518,0,52169.25,109329.39,6683.87,-26864,-8451,0.2842,0.4748
101519,0,78814.74,268928.53,19771.19,-22079,-5667,0.7503,0.5919
101520,0,64594.86,176041.02,26423.31,-27186,-2450,0.2681,0.2853
101521,1,42356.1,154856.02,18571.32,-26309,-9155,0.4502,0.4673
101522,0,65755.11,240211.28,26040.76,-23843,-7937,1,0.4143
101523,1,117097.38,397083.47,60239.89,-14279,-14834,0.6521,0.6547
101524,0,42537.43,75344.5,4737.77,-22916,-4646,0.5318,0.4444
101525,0,12054.81,32626.9,4517.59,-25806,-5516,0.7458,0.2906
101526,0,56149.31,119826.67,11264.11,-8167,-4072,0.5012,0.5938
101527,0,67467.77,145875.65,10998.36,-28809,-11814,0.6744,0.5551
101528,1,57203.47,117550.87,7162.05,-10495,-13086,0.4811,0.6131
101529,1,109102.3,407677.2,23042.27,-8477,-8742,0.079,0.4841
101530,1,31910.29,68093.75,4496.37,-10297,-5520,0.6445,0.2825
101531,1,49265.31,147939.06,8128.76,-26619,-1810,0.4477,0.1529
101532,0,112456.88,268232.91,14261.9,-22572,-11379,0.4353,0.6701
101533,1,29221.47,91531.57,10548.78,-28933,-10469,0.5508,0.637
101534,0,29702.88,46589.56,2846.46,-25974,-1764,0.8185,0.4577
101535,1,34723.15,102514.71,11834.19,-24860,-3250,0.6091,0
101536,0,17177.56,57446.47,3213.22,-9254,-2528,0.7184,0.4307
101537,0,43165.23,108007.58,5817.17,-25351,-11997,0.6758,0.6138
101538,1,22419.46,87276.18,4567.56,-19748,-10832,0.5703,0.3517
101539,1,16380.74,47834.56,4413.12,-8893,-11820,0.6842,0.5123
101540,1,67119.02,250787.06,22738.68,-26800,-10821,0.5223,0.2425
101541,1,26173.33,103056.55,10318.34,-19305,-8390,0.3001,0.5527
101542,1,90602.98,331690.31,37477.24,-28429,-4314,0.6195,0.1837
101543,0,39025.69,70805.38,3686.38,-21146,-7503,0.0944,0.3396
101544,0,48540.16,184029.05,28971.44,-22665,-5789,0.3528,0.6971
101545,0,114751.4,253407.1,33211.06,-15348,-9178,0.5381,0.4056
101546,0,57014.46,204047.77,11233.58,-22872,-9808,0.5178,0.7342
101547,1,35317.07,70406.21,9686.57,-10230,-12938,0.4659,0.5231
101548,0,34869.7,85549.48,8487.77,-19484,-7033,0.7477,0.6964
101549,0,46686.09,155875.43,8529.06,-19595,-14750,0.3361,0.4367
101550,1,45806.02,180619.73,17282.8,-10768,-13647,0.0273,0.5862
101551,0,37790.62,69016.19,3899.32,-9756,-2776,0.7061,0.5567
101552,1,38654.94,128191.33,12330.29,-15218,-4918,0.559,0.3737
101553,0,47590.51,114501.95,10020.25,-27509,-3195,0.5283,0.7692
101554,0,58137.38,226307.76,14138.73,-19201,-8326,0.4718,0.6281
101555,1,25898.34,92318.56,8568.62,-28678,-14583,0.2126,0.2851
101556,1,28194.56,77658.87,4645.56,-15562,-12174,0.3595,0.6878
101557,0,37465.68,112053.02,18056.24,-19280,-7931,0.6515,0.3541
101558,1,34689.79,130439.38,6918.75,-11545,-11290,0.5538,0
101559,1,37408.81,101768.01,8310.85,-6536,-4817,0.2662,0.4056
101560,1,44801.8,123158.4,9308.4,-14400,-14906,0.6696,0.2647
101561,0,111621.91,434246.01,57033.41,-25809,-11195,0.7073,0.3684
101562,1,33633.83,67063.1,6033.81,-5148,-12405,0.5231,0.3295
101563,0,28976.65,45333.35,4036.86,-9756,-14756,0.5467,0
101564,0,95038.27,163094.41,8910.94,-15662,-9138,0.8318,0.3494
101565,1,33270.46,88727.53,4614.16,-26168,-5348,0.629,0.6426
101566,0,19521.58,37109.13,2134.31,-6573,-14125,0.794,0.113
101567,0,16660.39,31588.39,1826.2,-28929,-10294,0.541,0.7401
101568,0,23461.94,84510.47,11642.83,-7905,-3556,0.8459,0.7559
101569,0,22969.74,81360.02,5178.53,-20751,-11243,0.5349,0.2606
101570,0,41386.92,122325.24,19285.98,-24342,-10855,0.7335,0.9089
101571,0,19366.36,50345.84,4864.28,-23071,-6712,0.481,0.2301
101572,0,55020.43,124819.34,11835.7,-10320,-9800,0.3346,0.4787
101573,0,28332.14,89064.9,8563.42,-16968,-13670,0.7503,0.3711
101574,0,38180.25,58761.02,3207.75,-6846,-1682,1,0.7019
101575,0,58589.35,151718.24,13182.58,-12763,-8450,0.4848,0.1993
101576,0,55842.55,175276.3,9669.2,-9046,-12389,0.8438,0.3576
101577,1,21549.63,76338.45,5210.07,-9708,-2217,0.5026,0.1523
101578,0,29163.61,92979.23,14434.5,-27323,-2493,0.7347,0.6176
101579,1,41771.65,115035.16,6023.26,-16334,-11658,0.3522,0.5645
101580,0,42915.53,81672.84,10590.3,-15103,-3989,0.6051,0.4242
101581,1,14644.41,22522.79,2904.05,-27940,-12211,0.3973,0.2892
101582,0,21647.59,53587.55,3925.69,-24823,-12792,0.2796,0.2553
101583,0,57849,143317.56,9378.47,-23960,-10094,0.681,0.4683
101584,0,30323.35,56259.65,5325.1,-5129,-5615,0.8719,0.1703
101585,0,17851.71,28912.05,1610.46,-15471,-10834,0.3923,0.8615
101586,1,35577.92,59471.65,3264.41,-19021,-3344,0.3732,0.2296
101587,0,19266.27,36282.15,2068.07,-8774,-12883,0.3355,0.4352
101588,1,73665.57,261070.48,17329.97,-5249,-11584,0.4584,0.33
101589,0,133363.26,267385.42,18709.04,-14289,-9055,0.6831,0.3981
101590,0,47159.9,182880.51,19091.99,-20608,-4403,0.6924,0.434
101591,1,39427.01,94735.11,6110.2,-9777,-6555,0.6386,0.5582
101592,0,40043.1,76178.7,6801.72,-17393,-14588,0.7019,0.2846
101593,0,48543.06,136865.42,6873.2,-23904,-373,0.4562,0.2557
101594,0,37769.62,97368.82,6106.3,-5424,-3492,0.5155,0.6076
101595,0,21350.09,54064.82,4290.38,-7258,-10900,0.6864,0.8523
101596,1,62436.84,232856.1,15618.91,-28528,-3333,0.4937,0.5938
101597,0,13168.44,23896.86,1799.76,-19173,-3962,0.3577,0.5389
101598,0,31885.46,85568.64,5152.71,-13223,-2074,0.2745,0.4878
101599,0,37891.64,141774.73,7166.16,-26846,-8726,1,0.4654
101600,1,37976.48,114150.7,16323.06,-7366,-1930,0.2101,0.0642
101601,0,70699.63,161485.86,17029.17,-22871,-4297,0.5559,0.5645
101602,0,18229.9,69551.88,3778.94,-22320,-350,0.9369,0.3492
101603,0,21761.51,61630.87,3496.87,-14893,-1205,0.7175,0.5097
101604,1,34092.01,71017.48,7738.42,-7845,-409,0.5129,0.7505
101605,0,83773.23,228514.31,11434.61,-26234,-141,0.6567,0.4223
101606,1,18897.41,55651.75,5268.98,-23041,-10702,0.907,0.5662
101607,0,70648.49,228839.08,21654.89,-29586,-7973,0.5879,0.308
101608,1,40623.85,151085.3,8290.78,-24374,-12180,0.4362,0.7314
101609,0,61414.25,98565.2,9027.95,-17419,-13345,0.8404,0.7357
101610,0,83319.22,230460.99,31230,-24937,-14852,0.9238,0.6045
101611,0,34168.92,126896.32,8493.98,-9911,-7397,0.3531,0.6095
101612,0,42368.93,146547.82,7360.9,-24625,-11522,0.6938,0.5093
101613,0,29008.82,66806.82,6216.11,-14027,-12521,0.5759,0.5255
101614,1,16204.16,46614.13,4064.52,-12515,-9591,0.6903,0.5501
101615,0,58686.41,185230.95,9328.97,-26845,-14513,0.6553,0.416
101616,1,45172.29,101791.14,5413.25,-8745,-356,0.5459,0.3397
101617,0,30729.97,66613.59,4239.11,-28752,-3199,0.6377,0.3893
101618,1,125051.9,428225.83,28120.76,-14593,-13541,0.3079,0.5559
101619,0,46522.56,148136.04,8120.19,-14983,-6526,0.2691,0.3729
101620,1,49053.67,168328.62,9224.1,-7002,-14396,0.6941,0.0647
101621,0,22432.23,65662.11,3411.72,-13725,-4228,0.5672,0.5979
101622,1,74716.75,217650.03,17657.56,-15102,-3811,0.5237,0.4971
101623,1,24242.67,62776.9,3474.84,-13983,-7466,0.2148,0.3148
101624,0,27038.91,59329.69,5217.14,-6943,-9937,0.4361,0.4031
101625,1,36433.68,97012.84,4995.46,-7190,-3109,0.5884,0.531
101626,1,106926.22,283871.23,19089.64,-24753,-1572,0.4527,0.7791
101627,0,36018.16,73959.09,8232,-20090,-2428,0.5663,0.6642
101628,0,59705.08,237186.8,15154.27,-17143,-4613,0.627,0.3287
101629,0,25655.17,52946.74,3667.79,-24656,-5479,0.5225,0.9431
101630,1,56226.25,152970.31,8330.72,-11730,-6019,0.6355,0.7094
101631,1,86867.57,249881.12,14219.04,-16716,-12998,0.5014,0.5478
101632,0,57112.53,105689,7439.66,-18135,-3930,0.4863,0.5259
101633,0,43442.46,123147.72,10158.03,-26783,-3534,0.4992,0.351
101634,0,72693.03,249306.35,16857.78,-27734,-6157,0.6778,0.5584
101635,0,34511.31,80496.81,6168.06,-21642,-4557,0.7142,0.583
101636,0,36270.34,70365.34,4106.74,-8897,-3843,1,0.4256
101637,0,28979.24,69859.53,6169.34,-20904,-5061,0.3533,0.5424
101638,1,52834.59,104103.72,6499.49,-14153,-10347,0.4085,0.2773
101639,1,40402.64,67588.88,4853.9,-23585,-1444,0.6788,0.6844
101640,1,45730.43,142128.05,18431.93,-5244,-1520,0.8775,0.432
101641,0,129889.85,340640.03,22488.28,-21147,-3434,0.7953,0.0844
101642,1,31185.79,122654.48,12408.35,-20471,-2198,0.4565,0.359
101643,0,25254.91,98744.6,14577.29,-10896,-2836,0.4144,0.5045
101644,0,17112.27,46718.36,3316.34,-25319,-8059,0.8893,0.5715
101645,0,15081.15,58604.81,4397.6,-28455,-1484,0.8586,0.2188
101646,0,18586.52,52953.46,2825.41,-24762,-3531,0.5929,0.4614
101647,0,129427.26,510743.91,84253.61,-10677,-8315,0.8901,0.4298
101648,1,70820.75,167037.66,9361.5,-16742,-13846,0.5484,0.3547
101649,1,75032.9,254084.51,25205.43,-7084,-5759,0.3864,0.26
101650,0,17771.24,69434.13,7103.9,-16435,-3938,0.5399,0.1781
101651,0,63729.92,249158.98,40492.46,-12443,-4840,0.566,0.4955
101652,1,23705.16,85237.66,5159.93,-9061,-4353,0.2381,0.2283
101653,1,27557.33,70829.22,5782.13,-19471,-13940,0.5157,0.2916
101654,0,44351.82,174751.76,19122.27,-14575,-13252,0.4663,0.6052
101655,1,61598.99,181752.33,13780.98,-8716,-4762,0.6483,0.347
101656,0,38494.82,95988.22,11966.66,-24099,-2970,0.4438,0.512
101657,0,36937.08,80527.11,7319.97,-26382,-4572,0.6464,0.6554
101658,0,31062.62,80586.16,4307.3,-5202,-3721,0.6573,0.4915
101659,1,38558.14,133738.98,13734.42,-19647,-652,0.4941,0.4656
101660,0,10291.17,16843.21,996.3,-25003,-10382,0.5413,0.3297
101661,0,23321.93,41914.03,6765.07,-8650,-12274,1,0.2971
101662,0,40248.91,79860.72,6359.9,-7978,-14614,0.8596,0.277
101663,0,144115.65,553994.44,34368.43,-29340,-9092,0.861,0.5209
101664,1,27254.42,86839.06,6366.71,-29614,-2512,0.5616,0.0776
101665,0,25604.39,85478.64,4351.65,-17681,-8022,0.382,0.5339
101666,1,36367.01,122038.8,18083.2,-9680,-7946,0.6642,0.2146
101667,1,10979.66,32855.33,4098.75,-8016,-10834,0.5632,0.4842
101668,0,56703.45,142741.21,15861.09,-19596,-9053,1,0.7032
101669,1,118973.73,423627.41,40022.01,-19015,-10444,0.1636,0.553
101670,0,118522.87,425290.91,33189.95,-20248,-11318,0.5094,0.3956
101671,0,28770.03,56341,4050.32,-29256,-3205,0.8467,0.513
101672,0,49252.17,191412.87,10495.28,-28217,-14934,0.1303,0.1187
101673,1,73028.85,225908.16,23647.53,-10068,-14018,0.4981,0.3395
101674,1,87230.8,261280.53,20421.78,-5445,-13420,0.6168,0.3963
101675,1,71478.79,133854.39,9364.16,-6745,-4608,0.5061,0
101676,1,21049.52,77761.34,5137.78,-12664,-8445,0.3636,0.803
101677,0,17367.66,43218.6,2478.64,-12442,-3512,0.5256,0.5157
101678,0,54130.02,127768.52,11073.3,-5470,-13797,0.8177,0.6596
101679,0,51321.58,188474.92,10643.52,-21653,-3433,0.2803,0.4458
101680,0,18389.63,28302.97,3459.82,-24983,-10754,0.833,0.5468
101681,0,70506.99,230316.73,35673.41,-14561,-569,0.7328,0.8316
101682,1,67735.07,152399.66,8195.64,-15884,-5071,0.3027,0.4554
101683,0,21775.64,72625.35,5468.36,-21273,-10928,0.2498,0.5123
101684,0,46443.41,79336.33,6812.66,-23644,-6614,0.5569,0.559
101685,0,47376.61,166048.7,9187.32,-11052,-4400,0.6073,0.5262
101686,0,35403.81,89882.07,6380.34,-21226,-2933,0.7872,0.5782
101687,1,81177.84,139042.25,7823.63,-21671,-10563,0.5425,0.4028
101688,0,24983.88,88366.54,12029.78,-10162,-330,0.6341,0.3877
101689,0,45431.33,129193.47,8108.81,-21901,-699,0.8078,0.2187
101690,0,28052.37,63088.16,3875.82,-27690,-7843,0.7841,0.3831
101691,1,33021.84,112909.51,5820.08,-16267,-4702,0.7152,0.3666
101692,0,70042.39,239219.07,30433.97,-25244,-3435,0.6148,0.3347
101693,0,56098.93,220187.78,31023.4,-20080,-8849,0.6262,0.5514
101694,0,37699.78,68116.56,7128.75,-28111,-6580,0.7905,0.5088
101695,1,24110.19,40444.07,2433.85,-20117,-2922,0.7704,0.2333
101696,1,46342.55,119766.81,6195.06,-22028,-13514,0.5377,0.3651
101697,1,26829.33,96748.34,14002.75,-21552,-12593,0.6229,0.5012
101698,0,31960.21,94097.08,6857.41,-23140,-1314,0.8885,0.5197
101699,0,20930.93,32519.51,2169.52,-27862,-179,0.8443,0.4728
101700,1,20375.65,51187.77,3193.92,-13523,-13099,0.3546,0.3288
101701,0,15943.06,28438.39,1489.42,-26677,-5795,0.8396,0.7852
101702,1,36451.73,101984.4,5787.69,-15179,-14355,0.5328,0.5417
101703,0,17516.85,69609.57,6114.92,-29524,-8829,0.2352,0.3282
101704,0,178920.6,438903.42,38795.41,-6664,-3275,0.8085,0.6988
101705,1,46409.73,169315.79,17079.77,-29576,-1840,0.5669,0.3666
101706,0,25145.93,88078.24,8325.62,-16805,-12669,0.7434,0.7878
101707,0,83940.43,203364.34,33266.79,-15407,-3450,0.9378,0.456
101708,0,39637.88,104497.42,8165.5,-8027,-778,0.766,0.2389
101709,1,40120.56,86069.59,10240.96,-18599,-2236,0.4793,0.5384
101710,0,31086.98,49430.96,6953.68,-16661,-13422,0.523,0.6969
101711,0,33887.1,116183.71,7773.18,-8886,-8477,0.3526,0.2886
101712,0,21660.24,52935.04,4084.93,-24798,-9940,0.3857,0.2425
101713,1,39577.83,129477.57,9200.91,-5996,-11304,0.6479,0.5063
101714,1,23979.46,91781.56,8374.73,-23945,-8343,0.4901,0.0824
101715,1,50945.51,178169.95,11206.33,-26249,-2757,0.6817,0.3844
101716,1,108838.1,238379.84,13086.21,-25614,-5695,0.7165,0.3349
101717,1,56197.53,216070.13,24232.71,-21179,-13467,0.6227,0.5819
101718,1,48658.58,194468.8,13957.73,-18586,-12569,0.4703,0.0813
101719,1,81905.23,299666.38,44829.22,-29989,-2158,0.2504,0.1454
101720,0,50989.05,114490.47,9816.6,-18315,-9937,0.5729,0.3969
101721,0,18939.84,34779.04,3146.57,-18100,-11207,0.3424,0.2718
101722,0,71669.45,129154.61,8082.22,-8320,-12778,0.6792,0.525
101723,0,28695.79,86798.61,7423.15,-15392,-6186,0.7046,0.396
101724,1,32983.64,113978.75,7110.5,-27530,-14359,0.6132,0.3358
101725,1,32205.88,87184.79,4484.99,-24718,-9958,0.3424,0.7402
101726,1,33973.12,134387.04,17210.34,-18238,-13028,0.399,0.0359
101727,1,25559.06,56244.22,4883.63,-6482,-3164,0.4517,0.929
101728,0,66966.76,183269.42,17938.07,-27220,-7039,0.5794,0.496
101729,0,63658.88,233455.11,16219.2,-10119,-11433,1,0.3046
101730,1,38154.33,93178.58,15044.07,-19262,-4633,0.3659,0.2291
101731,0,29219.81,63401.26,6235.18,-26509,-10761,0.1186,0.2368
101732,0,55074.29,93696.59,10919.1,-16105,-2997,0.5259,0.5931
101733,0,50029.78,130779.56,19790.48,-19936,-10611,0.3822,0.6532
101734,1,57855.09,204711.58,11708.48,-26431,-7184,0.1155,0.3102
101735,0,63852.83,119114.42,12237.11,-20684,-9721,0.3751,0.6737
101736,0,40210.82,97430.93,8241.59,-12594,-3746,0.4753,0.4952
101737,0,52736.64,186553.98,9495.21,-18620,-1965,0.3296,0.3248
101738,0,26209.93,52874.93,2644.2,-5621,-4965,0.6931,0.7162
101739,0,95667.83,241893.03,12984.33,-7761,-8779,0.7315,0.601
101740,0,66881.79,155887.66,18969.13,-15315,-5629,0.485,0.2019
101741,0,128381.1,223932.91,11550.38,-5946,-8530,0.2537,0.6183
101742,0,19496.97,68887.78,5820.14,-13531,-5865,0.6688,0.7174
101743,0,114442.72,443509.94,25477.96,-6197,-7246,0.379,0.4075
101744,0,29618.99,62718.29,5395.16,-18685,-8223,0.384,0.3317
101745,1,27835.66,95324.41,13380.72,-24331,-11119,0.5798,0.6098
101746,0,38502.46,74906.23,4206.99,-21632,-195,0.3548,0.7598
101747,1,13755.99,38782.1,2906.54,-17066,-11888,0.4911,0.36
101748,0,49056.96,107616.76,14299.45,-24608,-12885,0.3958,0.5374
101749,0,38456.3,105085.67,7735.02,-16975,-14606,0.6285,0.8119
101750,0,76536.14,281620.77,38600.98,-16661,-4999,0.3807,0.4014
101751,0,38603.97,110738.74,7827.18,-25557,-11853,0.3812,0.3776
101752,1,100854.71,272124.06,17773.02,-16690,-4414,0.3576,0.3155
101753,0,27108.2,52690.48,2885.7,-27081,-4894,0.5522,0.2335
101754,0,75357.73,232846.99,33338.66,-10994,-325,0.793,0.1787
101755,0,138278.05,407342.43,67197.27,-7151,-7089,0.3722,0.5687
101756,0,62682.89,172278.1,18611.66,-5437,-7673,0.5936,0.3916
101757,0,49613.5,93134.36,9856.33,-22135,-7908,0.4188,0.1672
101758,0,43420.64,82502.21,10002.55,-22604,-12174,0.3323,0.5526
101759,0,34495.23,83649.47,7609.06,-28677,-12151,0.7682,0.3291
101760,0,46752.45,85115.91,5180.52,-9506,-6228,0.4362,0.1073
101761,0,23770.83,85144.54,5796.35,-28865,-12859,0.8742,0.3167
101762,0,209043.61,754180.17,65777.6,-17383,-6447,0.4126,0.2361
101763,1,43168.95,93893.68,6634.01,-17544,-9304,0.6814,0.434
101764,0,30059.67,86742.56,4855.69,-28675,-11316,0.7721,0.5996
101765,0,28641.44,64389.37,10659.8,-25585,-8241,0.9781,0.6485
101766,0,73794.29,200232.88,14993.32,-19249,-10708,0.3838,0.5474
101767,0,37517.4,142818.78,8787.15,-24193,-5833,0.5653,0.2953
101768,0,99105.69,306024.15,38968.19,-17824,-582,0.7372,0.5469
101769,0,90995.22,156216.98,13607.79,-29026,-782,0.4497,0.2341
101770,0,72074.99,226662.31,14285.26,-27469,-14937,0.669,0.592
101771,1,49990.42,123038.08,8382.96,-29020,-6810,0.4639,0.4172
101772,1,27054.8,104668.63,12006.03,-21464,-9788,0.3233,0.3687
101773,0,53183.79,145522.63,20551.68,-9203,-7495,0.1026,0.5725
101774,0,32609.3,52006.69,3157.6,-27205,-10352,0.6529,0.521
101775,1,23045.62,82695.3,11436.37,-10384,-7847,0.4816,0.0653
101776,0,88095.6,298695.01,16744.04,-28131,-7810,0.8936,0.0527
101777,0,15201.05,29311.24,1991.11,-29527,-6842,0.3267,0.863
101778,0,203296.27,516167.49,61552.98,-23934,-5669,0.4523,0.4873
101779,0,35986.74,123580.16,9763.5,-21804,-6228,0.7115,0.7204
101780,0,44488.04,95565.19,5547.13,-11530,-9511,0.4978,0.7348
101781,1,168071.13,362569,25555.8,-13450,-3007,0.6476,0.4363
101782,0,65828.46,164848.71,17022.47,-22213,-6768,0.8206,0.1896
101783,0,40492.99,106695.24,13445.06,-22935,-3614,0.9854,0.1648
101784,0,23260.84,68671.42,4059.1,-29686,-4299,0.5603,0
101785,0,27863.04,58768.68,9293.64,-14054,-576,0.3824,0.7647
101786,0,50640.16,189106.84,14553.38,-9767,-12130,0.3331,0.4353
101787,0,55391.67,160902.8,16263,-23909,-14399,0.4407,0.6245
101788,0,21346.1,49301.26,2753.07,-14827,-9430,0.4647,0.409
101789,0,59272.58,214377.25,22174.47,-11222,-10021,0.3078,0.7022
101790,0,36155.04,105109.17,14001.78,-29806,-14316,0.6696,0.5097
101791,0,40663.81,72449.47,8137.38,-23053,-3562,0.8348,0.5118
101792,0,58037.96,131211.45,8663.55,-23626,-5793,0.4613,0.3954
101793,0,27510.91,90974.59,9666.1,-28075,-4755,0.3419,0.4324
101794,1,27428.62,77091.5,5253.96,-25383,-62,0.2952,0.6352
101795,1,53885.6,210213.68,11847.05,-22206,-10449,0.704,0
101796,0,115955.71,279405.07,19212.64,-24525,-12492,0.5563,0.2789
101797,1,74040.82,250578.66,20696.26,-19637,-10206,0.169,0.2292
101798,1,14416.53,31190.56,2969.54,-22228,-13425,0.5252,0.3714
101799,1,20811.26,34594.21,3370.2,-5739,-1620,0.5501,0.2489
101800,0,70918.87,200985.41,11569.74,-17032,-12059,0.3812,0.5864
101801,1,26602.79,63947.83,8940.2,-15299,-10098,0.3057,0.7047
101802,0,120311.62,324084.53,27790.96,-16599,-12740,0.4594,0.6354
101803,0,32755,98477.24,9026.09,-17832,-5975,0.4095,0.6671
101804,1,47127.11,110155.87,14848.17,-15058,-8401,0.4151,0.6202
101805,1,68308.56,102972.83,11289.55,-22470,-3552,0.0894,0.6232
101806,0,39998.84,156050.95,10386.83,-17479,-1569,0.5201,0.2531
101807,0,57356.69,138492.38,19178.35,-14518,-6165,0.7397,0.0925
101808,0,46689.13,74469.28,6528.47,-12178,-9300,0.7813,0.8794
101809,0,30363.35,109936.93,8649.42,-16785,-9038,0.9649,0.3282
101810,0,33595.41,70789.93,3688.96,-14761,-3594,0.6031,0.7864
101811,0,27641.42,78713,4012.99,-20674,-13533,0.3396,0.126
101812,0,46637.61,170183.5,8541.04,-10497,-9234,0.6505,0.4188
101813,1,42761.95,94569.74,7916.49,-11215,-914,0.77,0.424
101814,1,29716.05,81079.4,6000.86,-22546,-7927,0.9273,0.4836
101815,1,40603.74,127249.89,9656.83,-19216,-2708,0.7123,0.2592
101816,0,63609.41,106760.96,7161.98,-18474,-6789,0.8336,0.3861
101817,1,51291.22,160062.04,12303.88,-18124,-566,0.6378,0.6122
101818,1,62292.16,178307.82,11833.56,-25946,-8057,0.2945,0.4385
101819,1,45035.92,90663.49,10082.5,-7028,-4553,0.3777,0.3363
101820,0,63978.68,137219.63,10245.12,-24470,-8634,0.9274,0.3572
101821,0,18371.47,31943.7,2137.94,-12623,-11965,0.6908,0.9493
101822,1,35322.6,90851.84,7354.61,-25797,-7931,0.4165,0.3137
101823,1,38689.99,132378.42,13363.17,-15289,-12576,0.4089,0.5778
101824,0,44696.37,127727.48,16464.08,-16171,-1051,0.3659,0.7067
101825,0,18384.43,71937.16,7156.81,-15267,-13469,0.5797,0.2362
101826,0,96478,156531.91,8331.37,-11671,-2654,0.5,0.3767
101827,0,75331.42,171839.32,15035.3,-7649,-10921,0.3616,0.533
101828,0,48453.61,178009.44,9909.36,-27047,-4047,0.7928,0.693
101829,0,76003.67,118398.06,7101.87,-24564,-11403,0.5537,0.6774
101830,0,40972.86,89012.14,5649.61,-18505,-1494,0.7016,0.4366
101831,1,65706.93,239855.42,35289.22,-27013,-1739,0.474,0.5229
101832,0,71420.78,284587.9,34273.08,-10044,-9020,0.585,0.4889
101833,1,76232.73,215615.03,25128.98,-15854,-4374,0.7567,0.503
101834,0,39512.93,110711.52,6586.48,-18984,-7043,0.6851,0.4122
101835,1,40661.86,121678.63,6953.66,-7945,-13499,0.7383,0.0785
101836,1,103304.77,286183.4,14988.91,-23296,-9214,0.1847,0.3955
101837,0,21307.55,47340.08,2773.85,-22771,-3821,0.5854,0.5076
101838,1,65705.47,132933.42,7943.38,-27044,-7616,0.5116,0.5263
101839,0,71293.67,189894.59,21953.72,-22644,-10197,0.42,0.444
101840,0,16115.74,47775.75,7610.81,-18412,-2436,0.4379,0.5318
101841,1,38834.4,151050.03,10847.16,-8783,-4456,0.8852,0.4009
101842,0,102819.99,181037.24,11782.87,-16827,-6062,0.6361,0.104
101843,0,46868.9,184619.71,13272.67,-15691,-5322,0.5211,0.4125
101844,0,36317.73,74917.81,8889.33,-27744,-1136,0.7378,0.424
101845,1,29468.18,108923.61,8190.94,-20760,-2683,0.4409,0
101846,0,35927.1,80572.89,6710.19,-10570,-9644,0.5778,0.6325
101847,0,63862.73,255431.02,15281.58,-7545,-5928,0.8394,0.229
101848,0,51830.73,183536.52,21387.02,-18448,-2528,0.4835,0.5725
101849,0,61432.3,244964.81,16046.65,-16780,-8331,0.3902,0.4985
101850,1,36489.34,120324.87,10916.01,-17846,-3238,0.4403,0.2557
101851,0,34521.09,112311.34,5763.09,-6152,-8908,0.3398,0.4984
101852,0,26536.8,103570.27,5264.13,-28699,-2951,0.6005,0.7052
101853,0,56611.74,127966.38,6556.95,-16195,-9060,0.6156,0.4868
